[2026-03-08 22:48:33] [INFO    ] discord.client: logging in using static token
[2026-03-08 22:53:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 7, 'op': 0, 'd': {'user': {'username': 'brown15227', 'public_flags': 0, 'primary_guild': {'tag': 'NRR', 'identity_guild_id': '1104829884511047841', 'identity_enabled': True, 'badge': 'e05ecd5875a2e1daee2ed1df612462b5'}, 'id': '1197662577367449620', 'global_name': 'bdog15227', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'NRR', 'identity_guild_id': '1104829884511047841', 'identity_enabled': True, 'badge': 'e05ecd5875a2e1daee2ed1df612462b5'}, 'avatar_decoration_data': None, 'avatar': 'd49342630fc0f90c8e42cd9c84810712'}, 'unusual_dm_activity_until': None, 'roles': ['1478229659874365632', '1478219570069246093'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2026-03-03T04:05:48.478000+00:00', 'guild_id': '1343440503407902792', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2026-03-08 22:53:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 22:53:29] [DEBUG   ] discord.client: Dispatching event member_update
[2026-03-08 22:53:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 8, 'op': 0, 'd': {'user_id': '1313413062723768322', 'target_id': '1197662577367449620', 'id': '1480398086349000716', 'changes': [{'new_value': [{'name': 'FTO', 'id': '1478229659874365632'}], 'key': '$add'}], 'action_type': 25, 'guild_id': '1343440503407902792'}}
[2026-03-08 22:53:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 22:53:29] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2026-03-08 22:53:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 9, 'op': 0, 'd': {'user': {'username': 'brown15227', 'public_flags': 0, 'primary_guild': {'tag': 'NRR', 'identity_guild_id': '1104829884511047841', 'identity_enabled': True, 'badge': 'e05ecd5875a2e1daee2ed1df612462b5'}, 'id': '1197662577367449620', 'global_name': 'bdog15227', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'NRR', 'identity_guild_id': '1104829884511047841', 'identity_enabled': True, 'badge': 'e05ecd5875a2e1daee2ed1df612462b5'}, 'avatar_decoration_data': None, 'avatar': 'd49342630fc0f90c8e42cd9c84810712'}, 'unusual_dm_activity_until': None, 'roles': ['1478229659874365632', '1478219570069246093', '1478572817053253824'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2026-03-03T04:05:48.478000+00:00', 'guild_id': '1343440503407902792', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2026-03-08 22:53:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 22:53:31] [DEBUG   ] discord.client: Dispatching event member_update
[2026-03-08 22:53:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 10, 'op': 0, 'd': {'user_id': '1313413062723768322', 'target_id': '1197662577367449620', 'id': '1480398095635185886', 'changes': [{'new_value': [{'name': 'Deputy Conservation Officer', 'id': '1478572817053253824'}], 'key': '$add'}], 'action_type': 25, 'guild_id': '1343440503407902792'}}
[2026-03-08 22:53:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 22:53:31] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2026-03-08 22:53:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 11, 'op': 0, 'd': {'user': {'username': 'brown15227', 'public_flags': 0, 'primary_guild': {'tag': 'NRR', 'identity_guild_id': '1104829884511047841', 'identity_enabled': True, 'badge': 'e05ecd5875a2e1daee2ed1df612462b5'}, 'id': '1197662577367449620', 'global_name': 'bdog15227', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'NRR', 'identity_guild_id': '1104829884511047841', 'identity_enabled': True, 'badge': 'e05ecd5875a2e1daee2ed1df612462b5'}, 'avatar_decoration_data': None, 'avatar': 'd49342630fc0f90c8e42cd9c84810712'}, 'unusual_dm_activity_until': None, 'roles': ['1478229659874365632', '1478578276971839619', '1478219570069246093', '1478572817053253824'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2026-03-03T04:05:48.478000+00:00', 'guild_id': '1343440503407902792', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2026-03-08 22:53:33] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 22:53:33] [DEBUG   ] discord.client: Dispatching event member_update
[2026-03-08 22:53:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 12, 'op': 0, 'd': {'user_id': '1313413062723768322', 'target_id': '1197662577367449620', 'id': '1480398103726133370', 'changes': [{'new_value': [{'name': 'verified', 'id': '1478578276971839619'}], 'key': '$add'}], 'action_type': 25, 'guild_id': '1343440503407902792'}}
[2026-03-08 22:53:33] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 22:53:33] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2026-03-08 22:54:04] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2026-03-08 22:54:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:54:45] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2026-03-08 22:54:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:55:26] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2026-03-08 22:55:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:56:07] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2026-03-08 22:56:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:56:49] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2026-03-08 22:56:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:57:30] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2026-03-08 22:57:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:58:11] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2026-03-08 22:58:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:58:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2026-03-08 22:58:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 22:59:34] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2026-03-08 22:59:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 23:00:15] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2026-03-08 23:00:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 23:00:56] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2026-03-08 23:00:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-08 23:01:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 13, 'op': 0, 'd': {'user': {'username': 'nxtloco', 'public_flags': 64, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '765288377993134101', 'global_name': 'Ezy', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '3049b190fb9a2ff43939f1da9a0ba560'}, 'unusual_dm_activity_until': None, 'roles': ['1478219570069246093'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2026-03-03T01:19:40.154000+00:00', 'guild_id': '1343440503407902792', 'flags': 1, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2026-03-08 23:01:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 23:01:04] [DEBUG   ] discord.client: Dispatching event member_update
[2026-03-08 23:01:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 14, 'op': 0, 'd': {'user_id': '1313413062723768322', 'target_id': '765288377993134101', 'id': '1480399996292698264', 'changes': [{'new_value': [{'name': 'Conservation Officer', 'id': '1478219570069246093'}], 'key': '$add'}], 'action_type': 25, 'guild_id': '1343440503407902792'}}
[2026-03-08 23:01:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 23:01:04] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2026-03-08 23:01:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 15, 'op': 0, 'd': {'user': {'username': 'nxtloco', 'public_flags': 64, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '765288377993134101', 'global_name': 'Ezy', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '3049b190fb9a2ff43939f1da9a0ba560'}, 'unusual_dm_activity_until': None, 'roles': ['1478578276971839619', '1478219570069246093'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2026-03-03T01:19:40.154000+00:00', 'guild_id': '1343440503407902792', 'flags': 1, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2026-03-08 23:01:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 23:01:06] [DEBUG   ] discord.client: Dispatching event member_update
[2026-03-08 23:01:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 16, 'op': 0, 'd': {'user_id': '1313413062723768322', 'target_id': '765288377993134101', 'id': '1480400005042012182', 'changes': [{'new_value': [{'name': 'verified', 'id': '1478578276971839619'}], 'key': '$add'}], 'action_type': 25, 'guild_id': '1343440503407902792'}}
[2026-03-08 23:01:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 23:01:06] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2026-03-08 23:01:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 17, 'op': 0, 'd': {'user': {'username': 'nxtloco', 'public_flags': 64, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '765288377993134101', 'global_name': 'Ezy', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '3049b190fb9a2ff43939f1da9a0ba560'}, 'unusual_dm_activity_until': None, 'roles': ['1478229659874365632', '1478578276971839619', '1478219570069246093'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2026-03-03T01:19:40.154000+00:00', 'guild_id': '1343440503407902792', 'flags': 1, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2026-03-08 23:01:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 23:01:08] [DEBUG   ] discord.client: Dispatching event member_update
[2026-03-08 23:01:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 18, 'op': 0, 'd': {'user_id': '1313413062723768322', 'target_id': '765288377993134101', 'id': '1480400014210502759', 'changes': [{'new_value': [{'name': 'FTO', 'id': '1478229659874365632'}], 'key': '$add'}], 'action_type': 25, 'guild_id': '1343440503407902792'}}
[2026-03-08 23:01:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 23:01:08] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2026-03-08 23:01:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 19, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQ4MDQwMDAyMTQwMzk5MjEzNDp0QVh2YnFlczEweEtJbFIxQmN3U0VxU2dJczN3UkpMZFJMWUJrb3dwV094dzd4cUJrcE9sbFRaWEplbEMybU9BMURtQkNDRnJTWEFHMFdGUFdQTFV3N1ZtZXk4eGFId3VmcWpZQmZDV1ZoQjhJRU1zV3ZnYVNESXhIem9uVGs4TA', 'member': {'user': {'username': 'nxtloco', 'public_flags': 64, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '765288377993134101', 'global_name': 'Ezy', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '3049b190fb9a2ff43939f1da9a0ba560'}, 'unusual_dm_activity_until': None, 'roles': ['1478229659874365632', '1478578276971839619', '1478219570069246093'], 'premium_since': None, 'permissions': '2248473465835073', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-03T01:19:40.154000+00:00', 'flags': 1, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1480400021403992134', 'guild_locale': 'en-US', 'guild_id': '1343440503407902792', 'guild': {'locale': 'en-US', 'id': '1343440503407902792', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'options': [{'value': 'bugdoctor has been aten by the bear', 'type': 3, 'name': 'reason'}], 'name': 'urgentpage', 'id': '1478545063402537014', 'guild_id': '1343440503407902792'}, 'context': 0, 'channel_id': '1476712512933199923', 'channel': {'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permissions': '2248473465835073', 'parent_id': '1343440503407902793', 'nsfw': False, 'name': 'general', 'last_message_id': '1480396196051681403', 'id': '1476712512933199923', 'guild_id': '1343440503407902792', 'flags': 0}, 'authorizing_integration_owners': {'0': '1343440503407902792'}, 'attachment_size_limit': 10485760, 'application_id': '1476710981190287410', 'app_permissions': '9007199254740991'}}
[2026-03-08 23:01:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 23:01:10] [DEBUG   ] discord.client: Dispatching event interaction
[2026-03-08 23:01:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'webhook_id': '1476710981190287410', 'type': 20, 'tts': False, 'timestamp': '2026-03-09T03:01:09.910000+00:00', 'pinned': False, 'nonce': '1480400019361103872', 'mentions': [{'username': 'nxtloco', 'public_flags': 64, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '765288377993134101', 'global_name': 'Ezy', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '3049b190fb9a2ff43939f1da9a0ba560'}], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'nxtloco', 'public_flags': 64, 'primary_guild': None, 'id': '765288377993134101', 'global_name': 'Ezy', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3049b190fb9a2ff43939f1da9a0ba560'}, 'type': 2, 'name': 'urgentpage', 'id': '1480400021403992134', 'command_type': 1, 'authorizing_integration_owners': {'0': '1343440503407902792'}}, 'interaction': {'user': {'username': 'nxtloco', 'public_flags': 64, 'primary_guild': None, 'id': '765288377993134101', 'global_name': 'Ezy', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3049b190fb9a2ff43939f1da9a0ba560'}, 'type': 2, 'name': 'urgentpage', 'id': '1480400021403992134'}, 'id': '1480400022683254785', 'flags': 64, 'embeds': [{'type': 'rich', 'title': 'Page has been sent!', 'id': '1480400023127724183', 'description': 'Your page has been sent to conservation officers, one will respond shortly.', 'content_scan_version': 0, 'color': 3028269}], 'edited_timestamp': None, 'content': '<@765288377993134101>', 'components': [], 'channel_type': 0, 'channel_id': '1476712512933199923', 'author': {'username': 'MNRF Utilities', 'public_flags': 0, 'primary_guild': None, 'id': '1476710981190287410', 'global_name': None, 'display_name_styles': None, 'discriminator': '5983', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '8eaed65fcd9341b5c5ea5d9e7163753f'}, 'attachments': [], 'application_id': '1476710981190287410'}}
[2026-03-08 23:01:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 23:01:11] [DEBUG   ] discord.client: Dispatching event message
[2026-03-08 23:01:11] [DEBUG   ] discord.webhook.async_: Webhook ID 1480400021403992134 with POST https://discord.com/api/v10/interactions/1480400021403992134/aW50ZXJhY3Rpb246MTQ4MDQwMDAyMTQwMzk5MjEzNDp0QVh2YnFlczEweEtJbFIxQmN3U0VxU2dJczN3UkpMZFJMWUJrb3dwV094dzd4cUJrcE9sbFRaWEplbEMybU9BMURtQkNDRnJTWEFHMFdGUFdQTFV3N1ZtZXk4eGFId3VmcWpZQmZDV1ZoQjhJRU1zV3ZnYVNESXhIem9uVGs4TA/callback has returned status code 200
[2026-03-08 23:01:11] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1478201518988722328 with None has returned 200
[2026-03-08 23:01:11] [DEBUG   ] discord.http: GET /channels/{channel_id} has found its initial rate limit bucket hash (becd6ffb1d60830bb934e71f199ff84e).
[2026-03-08 23:01:11] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1478201518988722328 has received {'id': '1478201518988722328', 'type': 0, 'last_message_id': '1478589038922301565', 'flags': 0, 'guild_id': '1343440503407902792', 'name': 'conservation-officers', 'parent_id': '1343440503407902793', 'rate_limit_per_user': 0, 'topic': None, 'position': 3, 'permission_overwrites': [], 'nsfw': False}
[2026-03-08 23:01:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 21, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-09T03:01:10.318000+00:00', 'pinned': False, 'nonce': '4841071852115050742', 'mentions': [], 'mention_roles': ['1478219570069246093'], 'mention_everyone': False, 'member': {'roles': ['1478103373524766784'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-02T18:55:06.122000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1480400024394268694', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Urgent page recieved!', 'id': '1480400024394268695', 'description': '<@765288377993134101> has paged for a conservation officer response.\nReason: bugdoctor has been aten by the bear', 'content_scan_version': 0, 'color': 3028269}], 'edited_timestamp': None, 'content': '<@&1478219570069246093>', 'components': [], 'channel_type': 0, 'channel_id': '1478201518988722328', 'author': {'username': 'MNRF Utilities', 'public_flags': 0, 'primary_guild': None, 'id': '1476710981190287410', 'global_name': None, 'display_name_styles': None, 'discriminator': '5983', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '8eaed65fcd9341b5c5ea5d9e7163753f'}, 'attachments': [], 'guild_id': '1343440503407902792'}}
[2026-03-08 23:01:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 23:01:11] [DEBUG   ] discord.client: Dispatching event message
[2026-03-08 23:01:11] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1478201518988722328/messages with {"embeds":[{"flags":0,"color":3028269,"type":"rich","description":"<@765288377993134101> has paged for a conservation officer response.\nReason: bugdoctor has been aten by the bear","title":"Urgent page recieved!"}],"content":"<@&1478219570069246093>","components":[],"nonce":"4841071852115050742","enforce_nonce":true,"tts":false} has returned 200
[2026-03-08 23:01:11] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (62df3a8bf3cb0dd93018dd80d06039f6).
[2026-03-08 23:01:11] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1478201518988722328/messages has received {'type': 0, 'content': '<@&1478219570069246093>', 'mentions': [], 'mention_roles': ['1478219570069246093'], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Urgent page recieved!', 'description': '<@765288377993134101> has paged for a conservation officer response.\nReason: bugdoctor has been aten by the bear', 'color': 3028269, 'content_scan_version': 0}], 'timestamp': '2026-03-09T03:01:10.318000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1480400024394268694', 'channel_id': '1478201518988722328', 'author': {'id': '1476710981190287410', 'username': 'MNRF Utilities', 'avatar': '8eaed65fcd9341b5c5ea5d9e7163753f', 'discriminator': '5983', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': '33ffd3c043fbed2d9c0631ad96686ff4', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4841071852115050742'}
[2026-03-08 23:01:11] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-03-08 23:01:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 22, 'op': 0, 'd': {'user': {'username': 'nxtloco', 'public_flags': 64, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '765288377993134101', 'global_name': 'Ezy', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '3049b190fb9a2ff43939f1da9a0ba560'}, 'unusual_dm_activity_until': None, 'roles': ['1478229659874365632', '1478578276971839619', '1478219570069246093', '1478572817053253824'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2026-03-03T01:19:40.154000+00:00', 'guild_id': '1343440503407902792', 'flags': 1, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2026-03-08 23:01:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 23:01:13] [DEBUG   ] discord.client: Dispatching event member_update
[2026-03-08 23:01:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 23, 'op': 0, 'd': {'user_id': '1313413062723768322', 'target_id': '765288377993134101', 'id': '1480400031440703489', 'changes': [{'new_value': [{'name': 'Deputy Conservation Officer', 'id': '1478572817053253824'}], 'key': '$add'}], 'action_type': 25, 'guild_id': '1343440503407902792'}}
[2026-03-08 23:01:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 23:01:13] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2026-03-08 23:01:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 24, 'op': 0, 'd': {'user_id': '765288377993134101', 'timestamp': 1773025275, 'member': {'user': {'username': 'nxtloco', 'public_flags': 64, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '765288377993134101', 'global_name': 'Ezy', 'display_name_styles': None, 'display_name': 'Ezy', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '3049b190fb9a2ff43939f1da9a0ba560'}, 'roles': ['1478229659874365632', '1478578276971839619', '1478219570069246093', '1478572817053253824'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-03T01:19:40.154000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1478201518988722328', 'guild_id': '1343440503407902792'}}
[2026-03-08 23:01:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 23:01:16] [DEBUG   ] discord.client: Dispatching event typing
[2026-03-08 23:01:16] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-03-08 23:01:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 25, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-09T03:01:15.661000+00:00', 'pinned': False, 'nonce': '1480400046246592512', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1478229659874365632', '1478578276971839619', '1478219570069246093', '1478572817053253824'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-03T01:19:40.154000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1480400046804566200', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Wonderful', 'components': [], 'channel_type': 0, 'channel_id': '1478201518988722328', 'author': {'username': 'nxtloco', 'public_flags': 64, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '765288377993134101', 'global_name': 'Ezy', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '3049b190fb9a2ff43939f1da9a0ba560'}, 'attachments': [], 'guild_id': '1343440503407902792'}}
[2026-03-08 23:01:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-08 23:01:16] [DEBUG   ] discord.client: Dispatching event message
